Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type,Latitude,Longitude
ACTIVE,CADILLAC,ESCALADE ESV,2021,BLACK,Gasoline,N,DAX LIMOUSINE SERVICE INC,CHICAGO,IL,60606,none,none,8451Livery,Livery,41.8781,-87.6298
ACTIVE,GMC,YUKON XL,2020,BLACK,Gasoline,N,786 LIMO COMPANY INC,CHICAGO,IL,60625,none,none,8727Livery,Livery,41.8781,-87.6298
RESERVED,FREIGHLINE,FB65,2004,WHITE,Gasoline,N,AVITAL LIMOUSINE INC,CHICAGO,IL,60634,none,none,12995Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,AIDAROFF INC.,CHICAGO,IL,60630,none,none,71228Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2006,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,5578Ambulance,Ambulance,41.8991,-87.9403
ACTIVE,LINCOLN,AVIATOR,2020,BLACK,Gasoline,N,DANNY LIMO LLC,CHICAGO,IL,60630,none,none,70138Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION PLATINUM,2023,BLACK,Gasoline,N,KUMANDAN INC.,CHICAGO,IL,60645,none,none,7972Livery,Livery,41.8781,-87.6298
ACTIVE,MERCEDES,SPRINTER,2012,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,5509Ambulance,Ambulance,41.8991,-87.9403
INACTIVE,FORD,E350,2011,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",SKOKIE,IL,60076,none,none,817729Ambulance,Ambulance,42.0324,-87.7411
INACTIVE,FORD,E350,2008,WHITE/PURPLE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,5505Ambulance,Ambulance,41.8991,-87.9403
ACTIVE,NISSAN,ROGUE,2019,GRAY,Gasoline,N,ABERA INC,CHICAGO,IL,60640,Independent1,Owner-Operator,6816Taxi,Taxi,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2021,BLACK,Gasoline,N,BLACK CAR SERVICE BY PHIL LLC,CHICAGO,IL,60641,none,none,71042Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2023,BLACK,Gasoline,N,AHMED AUTOS LLC,CHICAGO,IL,60656,none,none,70226Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,MKB LIMO INC,CHICAGO,IL,60630,none,none,9320Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2025,BLACK,Gasoline,N,HS SEVEN HILLS CO.INC.,CHICAGO,IL,60656,none,none,7294Livery,Livery,41.8781,-87.6298
INACTIVE,TOYOTA,SIENNA,2011,GRAY,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608,none,none,13400Medicar,Medicar,41.8781,-87.6298
ACTIVE,TOYOTA,COROLLA,2014,WHITE,Gasoline,N,6 KILO TAXI CORP.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,1423Taxi,Taxi,41.8781,-87.6298
REVOKED,DODGE,CARAVAN,2012,WHITE,Gasoline,N,ZIP CAB COMPANY,CHICAGO,IL,60619,EXPIRED AFFILIATION,Owner Manager,3140Taxi,Taxi,41.8781,-87.6298
ACTIVE,FORD,ECONOLINE,2019,WHITE,Gasoline,N,BAXTER COACH INDUSTRIES LLC,CHICAGO,IL,60638,none,none,14322Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
VIOLATION,HYUNDAI,ELANTRA,2018,WHITE,Gasoline,N,ATHINA CAB CORP.,CHICAGO,IL,60659,Top Cab Association,Top Cab Corp.,5465Taxi,Taxi,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,DUA MANAGEMENT INC,CHICAGO,IL,60645,none,none,9705Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,TRANSIT,2023,BLACK,Gasoline,N,"DV & G ENTERPRISES, INC.",CHICAGO,IL,60634,none,none,24589Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
VIOLATION,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,STAR LUXURY LIMOUSINE INC,CHICAGO,IL,60625,none,none,8961Livery,Livery,41.8781,-87.6298
ACTIVE,CADILLAC,ESCALADE ESV,2023,BLACK,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608,none,none,7444Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,WAGON,2008,,Gasoline,N,DIVA LIMOUSINE LTD,CHICAGO,IL,60616,none,none,10421Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,CADILLAC,ESCALADE,2024,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629,none,none,9211Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2021,BLACK,Gasoline,N,LIMO BUS SERVICE INC,CHICAGO,IL,60629,none,none,9890Livery,Livery,41.8781,-87.6298
VIOLATION,CADILLAC,XTS,2019,BLACK,Gasoline,N,DHUUX CAR SERVICES INCORPORATED INC.,CHICAGO,IL,60659,none,none,9559Livery,Livery,41.8781,-87.6298
VIOLATION,TOYOTA,SCION,2014,WHITE,Gasoline,N,NIMOT TAXI CABS INC.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,5034Taxi,Taxi,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2017,YELLOW,Gasoline,Y,H & S CERTIFIED INC,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,5203Taxi,Taxi,41.8781,-87.6298
RESERVED,GMC,YUKON XL,2023,BLACK,Gasoline,N,SUPER 7 CORPORATION INC.,CHICAGO,IL,60645,none,none,7011Livery,Livery,41.8781,-87.6298
INACTIVE,,,0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608,none,none,3231Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,9980Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,CHICAGO,IL,60656,none,none,8829Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,F650,2011,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602,none,none,13060Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,FREIGHTLINER,M2 106,2013,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,CHICAGO,IL,60640,none,none,22083Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
INACTIVE,CADILLAC,XTS,2018,BLACK,Gasoline,N,BELVEDERE TRANS INC.,CHICAGO,IL,60634,none,none,7752Livery,Livery,41.8781,-87.6298
RESERVED,TOYOTA,SCION,2012,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608,none,none,14453Medicar,Medicar,41.8781,-87.6298
VIOLATION,DODGE,GRAND CARAVAN,2013,WHITE,Gasoline,N,WEST END TAXI CORP.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2745Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2023,BLACK,Gasoline,N,SHAIK'S LLC,CHICAGO,IL,60630,none,none,70529Livery,Livery,41.8781,-87.6298
VIOLATION,BMW,X5,2018,BLACK,Gasoline,N,BLUESKY LIMO LLC,CHICAGO,IL,60612,none,none,7017Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,CORSAIR,2022,BLACK,Gasoline,N,LIBERTY CITGO INC.,CHICAGO,IL,60630,none,none,8644Livery,Livery,41.8781,-87.6298
RESERVED,FREIGHTLINER,FB65,2006,WHITE,Gasoline,N,MIDWEST LIMO LLC,CHICAGO,IL,60656,none,none,16580Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,GMC,YUKON,2020,BLACK,Gasoline,N,21 JUMP LIVERY INCORPORATED,CHICAGO,IL,60615,none,none,9884Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2024,BLACK,Gasoline,N,GROWTH ASTEROID,CHICAGO,IL,60645,none,none,71016Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467,none,none,818517Ambulance,Ambulance,41.6295,-87.8534
ACTIVE,LINCOLN,CORSAIR,2023,BLACK,Gasoline,N,CITY FUSION CORP,CHICAGO,IL,60625,none,none,7732Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2017,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077,none,none,895578Ambulance,Ambulance,42.0324,-87.7411
ACTIVE,MERCEDES,S500,2022,BLACK,Gasoline,N,SEBE TRANSPORTATION CORP,CHICAGO,IL,60630,none,none,70548Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,VAN,2002,,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477,none,none,5535Ambulance,Ambulance,41.5742,-87.782
ACTIVE,LINCOLN,NAVIGATOR,2022,BLACK,Gasoline,N,"D'ROB PRODUCTIONS, INC.",CHICAGO,IL,60619,none,none,7536Livery,Livery,41.8781,-87.6298
RESERVED,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,7130Livery,Livery,41.8781,-87.6298
SURRENDER,TOYOTA,CAMRY,2023,WHITE,Gasoline,N,"FATAI TRANS, INC",CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,6408Taxi,Taxi,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608,none,none,18302Medicar,Medicar,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2024,BLACK,Gasoline,N,MGL LIMO LLC,CHICAGO,IL,60630,none,none,70664Livery,Livery,41.8781,-87.6298
ACTIVE,MERCEDES,SPRINTER,2014,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,721469Ambulance,Ambulance,41.8991,-87.9403
ACTIVE,MERCEDES,SPRINTER,2013,BLUE/WHITE/BLACK,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,4889Ambulance,Ambulance,41.8991,-87.9403
ACTIVE,FORD,EXPEDITION,2024,BLACK,Gasoline,N,CHICAGO LIMO LLC,CHICAGO,IL,60630,none,none,7016Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E450,2014,WHITE,Gasoline,N,SIGNATURE TRANSPORTATION GROUP LLC,CHICAGO,IL,60656,none,none,15981Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,7143Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630,none,none,5936Medicar,Medicar,41.8781,-87.6298
ACTIVE,KIA,SOUL,2022,YELLOW,Gasoline,N,AZUAY TAXI CORP,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,1256Taxi,Taxi,41.8781,-87.6298
VIOLATION,CADILLAC,ESCALADE,2018,BLACK,Gasoline,N,TASHA IMAM,CHICAGO,IL,60659,none,none,8772Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2023,BLACK,Gasoline,N,BH BLACK CAR INC.,CHICAGO,IL,60646,none,none,7764Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,NUMAX LEASING & RENTAL INC,CHICAGO,IL,60641,none,none,7021Livery,Livery,41.8781,-87.6298
RESERVED,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,SILK WAY PREMIER INC,CHICAGO,IL,60659,none,none,7694Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,MKT,2018,BLACK,Gasoline,N,J&D SERVICES 1 INC.,CHICAGO,IL,60630,none,none,70434Livery,Livery,41.8781,-87.6298
INACTIVE,,,0,,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477,none,none,5089Ambulance,Ambulance,41.5742,-87.782
ACTIVE,CADILLAC,ESCALADE ESV,2024,BLACK,Gasoline,N,HI EIGHTY8 CORPORATION,CHICAGO,IL,60659,none,none,70720Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2023,BLACK,Gasoline,N,MH LIMO CORP,CHICAGO,IL,60630,none,none,7390Livery,Livery,41.8781,-87.6298
ACTIVE,LEXUS,LX500H,2024,BLACK,Gasoline,N,MATTY LIMO EXCELLENCE LTD,CHICAGO,IL,60631,none,none,70599Livery,Livery,41.8781,-87.6298
INACTIVE,TOYOTA,CAMRY,2013,WHITE,Gasoline,N,EAGLE LIVERY SERVICE  INC,CHICAGO,IL,60637,none,none,16447Jitney,Jitney,41.8781,-87.6298
INACTIVE,,,0,,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477,none,none,5127Ambulance,Ambulance,41.5742,-87.782
ACTIVE,LINCOLN,NAVIGATOR L,2024,BLACK,Gasoline,N,XINGLONG REN,CHICAGO,IL,60616,none,none,8295Livery,Livery,41.8781,-87.6298
REVOKED,TOYOTA,SCION,2014,WHITE,Gasoline,N,JAMES A BUCKLE,CHICAGO,IL,60642,DIS-AFFILIATED,Owner-Operator,4860Taxi,Taxi,41.8781,-87.6298
ACTIVE,CADILLAC,ESCALADE ESV,2024,BLACK,Gasoline,N,CHUNHAI ZHANG,CHICAGO,IL,60616,none,none,7409Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,AMIRA 1 INC,CHICAGO,IL,60630,none,none,70488Livery,Livery,41.8781,-87.6298
VIOLATION,NISSAN,NV200,2014,WHITE,Gasoline,N,MEDALLION FUNDING CHICAGO CORP IV,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,921Taxi,Taxi,41.8781,-87.6298
SURRENDER,TOYOTA,COROLLA,2018,BLUE,Gasoline,N,ARMITAGE TAXI LLC,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,5641Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,M.G. LIVERY INC,CHICAGO,IL,60630,none,none,7984Livery,Livery,41.8781,-87.6298
ACTIVE,BMW,5 S,2024,BLACK,Gasoline,N,JEYHUN IBADOV,CHICAGO,IL,60625,none,none,71271Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,WX ENTERPRISES INC.,CHICAGO,IL,60659,none,none,9462Livery,Livery,41.8781,-87.6298
VIOLATION,TOYOTA,SIENNA,2017,YELLOW,Gasoline,N,T K O TAXI COMPANY,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,4276Taxi,Taxi,41.8781,-87.6298
ACTIVE,CADILLAC,XTS,2018,BLACK,Gasoline,N,DI LIMO EXPRESS INC.,CHICAGO,IL,60630,none,none,70980Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2020,WHITE/BLACK/STRIPES,Gasoline,Y,ASSYRIA CAB CORP,CHICAGO,IL,60659,Independent1,Owner-Operator,5202Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,DIMITRE G STOITZEV,CHICAGO,IL,60659,none,none,7289Livery,Livery,41.8781,-87.6298
VIOLATION,DODGE,CARAVAN,2020,WHITE/STARS/STRIPES,Gasoline,N,ZZZAR NATION WIDE LIMITED,CHICAGO,IL,60641,American-United Cab Assn,Owner Manager,1780Taxi,Taxi,41.8781,-87.6298
VIOLATION,LINCOLN,CORSAIR,2022,BLACK,Gasoline,N,MSA LIMO INC,CHICAGO,IL,60630,none,none,70143Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",SKOKIE,IL,60076,none,none,5721Ambulance,Ambulance,42.0324,-87.7411
FORECLOSURE,VPG,MV-1,2014,GREEN,Gasoline,Y,REX 4 INC.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",4674Taxi,Taxi,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,9164Livery,Livery,41.8781,-87.6298
VIOLATION,FORD,TRANSIT,2015,WHITE,Gasoline,N,TRACE AMBULANCE INC,TINLEY PARK,IL,60487,none,none,794907Ambulance,Ambulance,41.5742,-87.782
ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,WINDY CITY LIMOUSINE COMPANY LLC,CHICAGO,IL,60630,none,none,9593Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629,Independent1,none,8676Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,AKS LIMO INC,CHICAGO,IL,60629,none,none,70422Livery,Livery,41.8781,-87.6298
ACTIVE,CADILLAC,ESCALADE ESV,2023,BLACK,Gasoline,N,"BLUE BIRD GROUP, INC.",CHICAGO,IL,60607,none,none,9685Livery,Livery,41.8781,-87.6298
INACTIVE,FREIGHTLINER,XBS,2018,BLUE/RED,Gasoline,N,"ARIES CHARTER TRANSPORTATION, INC.",CHICAGO,IL,60624,none,none,19642Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
RESERVED,TESLA,Y,2020,WHITE,Gasoline,N,USFAA LLC,CHICAGO,IL,60645,none,none,9993Livery,Livery,41.8781,-87.6298
RESERVED,CADILLAC,ESCALADE ESV,2019,BLACK,Gasoline,N,LUX RIDE COMPANY,CHICAGO,IL,60638,none,none,8899Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,"WAHHAAJ LIMOUSINE, INC.",CHICAGO,IL,60630,none,none,9306Livery,Livery,41.8781,-87.6298
VIOLATION,CHEVROLET,HHR,2011,WHITE,Gasoline,N,PIYAN CAB CO,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,6895Taxi,Taxi,41.8781,-87.6298
ACTIVE,GMC,YUKON XL,2019,BLACK,Gasoline,N,MIGUEL GARCIA,CHICAGO,IL,60652,none,none,7607Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,EASY RIDE CHICAGO INC.,CHICAGO,IL,60630,none,none,9378Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2016,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,60601,none,none,9949Livery,Livery,41.8781,-87.6298
INACTIVE,MERCEDES,SPRINTER,2013,BLACK,Gasoline,N,GLAMOUR LIMOUSINE INC.,CHICAGO,IL,60647,none,none,15072Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
INACTIVE,DODGE,GRAND CARAVAN,2010,GRAY,Gasoline,N,CHIME SERVICES LLC,CHICAGO,IL,60659,none,none,15674Medicar,Medicar,41.8781,-87.6298
INACTIVE,FORD,E250,2011,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602,none,none,13061Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
INACTIVE,FREIGHTLINER,G40M2,2016,BLACK,Gasoline,N,OMCKA OF ILLINOIS COACH LINES LLC,BARRINGTON,IL,60010,none,none,16818Charter Sightseeing,Charter Sightseeing,42.1531,-88.1382
RESERVED,LINCOLN,NAUTILUS,2022,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,7168Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,BAKALI CORPORATION,CHICAGO,IL,60629,none,none,9768Livery,Livery,41.8781,-87.6298
INACTIVE,FREIGHLINE,FB65,2002,WHITE,Gasoline,N,EMPEROR LIMOUSINE AND PARTY BUS SERVICE LLC,CHICAGO,IL,60642,none,none,20646Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,DTA PREMIER CAR SERVICE LLC,CHICAGO,IL,60630,none,none,7674Livery,Livery,41.8781,-87.6298
VIOLATION,DODGE,CARAVAN,2016,ORANGE,Gasoline,Y,TAXI OUT CAB CO,CHICAGO,IL,60641,WOLLEY TAXI,Owner Manager,243Taxi,Taxi,41.8781,-87.6298
INACTIVE,,,0,,Gasoline,N,TOWER AMBULANCE,CHICAGO,IL,60630,none,none,5021Ambulance,Ambulance,41.8781,-87.6298
VIOLATION,TOYOTA,SCION,2011,WHITE,Gasoline,N,FLEET CAB CORP.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6484Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2023,BLACK,Gasoline,N,YAZEED LLC,CHICAGO,IL,60625,none,none,70683Livery,Livery,41.8781,-87.6298
INACTIVE,CHRYSLER,TOWN AND COUNTRY,2007,WHITE,Gasoline,N,CITY WEST TRANSPORTATION  INC,CHICAGO,IL,60644,none,none,6707Medicar,Medicar,41.8781,-87.6298
ACTIVE,INFINITI,QX80,2021,BLACK,Gasoline,N,CHUN LIU,CHICAGO,IL,60616,none,none,70017Livery,Livery,41.8781,-87.6298
VIOLATION,FORD,EXPEDITION,2020,BLACK,Gasoline,N,TRANSPORTATION 4 U LLC,CHICAGO,IL,60644,none,none,9698Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,CAMRY,2019,BLUE/WHITE,Gasoline,N,CHERIF SERVICES INC,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,4134Taxi,Taxi,41.8781,-87.6298
INACTIVE,FREIGHTLINER,FB65,2007,WHITE,Gasoline,N,"WWA LIMO, INC.",CHICAGO,IL,60607,none,none,15953Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,8055Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,GUL LIMOUSINE INC.,CHICAGO,IL,60630,none,none,8614Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659,none,none,9730Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2024,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,70957Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E150,2009,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630,none,none,7090Medicar,Medicar,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,7195Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2006,WHITE/RED,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,5630Ambulance,Ambulance,41.8991,-87.9403
ACTIVE,MERCEDES,SPRINTER,2020,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,721531Ambulance,Ambulance,41.8991,-87.9403
ACTIVE,INFINITI,QX80,2021,BLACK,Gasoline,N,ZAID BHATTI,CHICAGO,IL,60645,none,none,7935Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2024,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609,none,none,71288Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2024,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,60634,none,none,9379Livery,Livery,41.8781,-87.6298
ACTIVE,CADILLAC,XTS,2019,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659,none,none,8622Livery,Livery,41.8781,-87.6298
ACTIVE,MERCEDES,S500,2022,BLACK,Gasoline,N,RYDE LUXURY INC,CHICAGO,IL,60630,none,none,70398Livery,Livery,41.8781,-87.6298
ACTIVE,GMC,YUKON XL,2020,BLACK,Gasoline,N,AIRPORT CONNECTION EXPRESS INC,CHICAGO,IL,60660,none,none,7433Livery,Livery,41.8781,-87.6298
ACTIVE,TESLA,X,2022,BLACK,Gasoline,N,TAMILA LEGKA,CHICAGO,IL,60612,none,none,7823Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2020,BLACK,Gasoline,N,ARSHAD PSL INC,CHICAGO,IL,60656,none,none,9612Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION XLT MAX,2022,BLACK,Gasoline,N,"DV & G ENTERPRISES, INC.",CHICAGO,IL,60634,none,none,8683Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,WALLI TRADING INCORPORATED,CHICAGO,IL,60659,none,none,70162Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2025,BLACK,Gasoline,N,GURAD LLC,CHICAGO,IL,60626,none,none,71218Livery,Livery,41.8781,-87.6298
VIOLATION,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,FAUS LLC,CHICAGO,IL,60659,none,none,7629Livery,Livery,41.8781,-87.6298
RESERVED,FREIGHLINE,CLASSIC,2013,WHITE,Gasoline,N,M & G TRANSPORTATION INC,CHICAGO,IL,60634,none,none,19622Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
SURRENDER,NISSAN,ROGUE,2016,WHITE/BLACK/STRIPES,Gasoline,N,MIRANDA CAB CORPORATION,CHICAGO,IL,60651,Independent1,Owner-Operator,1088Taxi,Taxi,41.8781,-87.6298
INACTIVE,CADILLAC,ESCALADE ESV,2019,BLACK,Gasoline,N,"BLACK CARS UNITED LIMOUSINE SERVICES, INC.",CHICAGO,IL,60630,none,none,8991Livery,Livery,41.8781,-87.6298
VIOLATION,GMC,YUKON XL,2019,BLACK,Gasoline,N,DEREN LIMOUSINE INC,CHICAGO,IL,60618,none,none,9496Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2025,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609,none,none,71151Livery,Livery,41.8781,-87.6298
